user,first_open,dayofweek,hour,age,numscreens,minigame,used_premium_feature,enrolled,enrolled_date,liked
9749,2013-06-13 02:56:02,3,02:00:00,43,34,0,0,1,2013-06-13 03:01:57,0
230820,2013-06-01 16:28:46,5,16:00:00,22,44,0,1,0,,0
88958,2013-04-22 14:02:48,0,14:00:00,28,31,1,0,1,2013-04-25 17:16:40,0
30407,2013-07-01 16:31:30,0,16:00:00,20,24,0,0,1,2013-07-01 16:34:21,0
93114,2013-05-03 10:38:49,4,10:00:00,28,34,0,1,0,,1
18158,2013-06-12 22:35:55,2,22:00:00,21,17,0,0,1,2013-06-12 22:39:00,0
365854,2013-04-18 03:49:37,3,03:00:00,23,12,0,0,1,2013-04-18 03:52:16,0
256989,2013-05-14 03:24:47,1,03:00:00,28,35,0,0,1,2013-05-14 03:28:04,0
153704,2013-04-25 13:14:56,3,13:00:00,32,7,0,0,0,,1
224967,2013-03-23 23:02:57,5,23:00:00,33,17,1,0,1,2013-03-23 23:05:03,0
48233,2013-06-13 22:59:34,3,22:00:00,26,20,0,0,1,2013-06-13 23:03:25,0
65765,2013-06-06 12:26:35,3,12:00:00,28,36,0,0,1,2013-06-06 12:30:18,0
85400,2013-02-07 05:54:52,3,05:00:00,22,4,0,0,1,2013-02-07 22:10:51,0
137726,2012-12-03 13:00:08,0,13:00:00,19,17,0,0,0,,0
300203,2012-12-03 21:40:45,0,21:00:00,32,17,0,0,1,2012-12-03 21:56:50,0
3776,2013-06-04 18:08:19,1,18:00:00,40,18,0,0,0,,0
38812,2013-03-17 15:52:22,6,15:00:00,38,6,0,0,0,,0
114737,2013-01-12 18:55:46,5,18:00:00,37,2,0,0,0,,0
53437,2013-03-07 11:47:03,3,11:00:00,36,19,1,0,1,2013-03-07 12:10:27,0
223074,2013-04-17 12:58:39,2,12:00:00,27,11,0,0,0,,1
122715,2012-12-13 19:24:57,3,19:00:00,29,19,0,0,1,2012-12-13 19:28:49,1
194710,2013-04-17 19:39:13,2,19:00:00,24,24,1,1,1,2013-04-18 20:40:48,0
217934,2013-06-20 07:47:19,3,07:00:00,32,8,0,0,1,2013-06-20 07:48:07,0
160889,2013-03-02 00:18:58,5,00:00:00,38,23,0,1,1,2013-03-02 13:29:22,0
106451,2013-07-07 11:10:55,6,11:00:00,28,18,0,0,0,,0
155692,2013-06-29 14:58:44,5,14:00:00,25,21,0,0,1,2013-06-29 15:00:21,1
290194,2013-06-06 22:11:56,3,22:00:00,25,21,0,0,1,2013-06-06 22:13:58,0
278169,2013-02-26 18:09:43,1,18:00:00,72,45,0,0,1,2013-02-26 18:15:16,0
183553,2013-06-07 16:14:25,4,16:00:00,24,2,0,0,1,2013-06-07 18:19:13,0
286210,2013-03-20 16:46:46,2,16:00:00,27,7,0,0,0,,0
268970,2012-12-26 17:00:29,2,17:00:00,42,13,0,0,0,,0
115394,2013-06-19 00:47:57,2,00:00:00,23,22,0,0,1,2013-06-19 00:49:34,1
278582,2013-02-09 19:03:07,5,19:00:00,26,28,1,0,1,2013-03-05 20:58:15,1
59617,2013-05-11 14:16:09,5,14:00:00,25,16,0,0,1,2013-05-11 14:18:52,0
69100,2013-02-16 00:40:53,5,00:00:00,20,4,0,0,1,2013-02-16 03:30:12,0
351935,2013-03-24 02:08:58,6,02:00:00,21,58,0,0,1,2013-03-24 15:13:28,0
281544,2013-01-22 14:58:44,1,14:00:00,22,38,0,0,1,2013-01-22 15:01:57,0
341699,2013-07-05 17:11:48,4,17:00:00,50,19,0,0,1,2013-07-05 17:12:44,1
90894,2013-04-02 18:35:45,1,18:00:00,23,16,0,0,1,2013-04-02 18:38:41,0
338356,2013-07-08 04:36:23,0,04:00:00,53,47,0,0,0,,1
168954,2013-05-05 16:24:20,6,16:00:00,54,24,0,1,0,,0
243259,2012-12-22 03:59:36,5,03:00:00,47,31,0,1,1,2012-12-22 06:07:12,1
77291,2013-05-23 08:20:53,3,08:00:00,33,17,0,0,1,2013-05-23 08:23:05,0
72593,2013-01-26 13:43:59,5,13:00:00,44,20,0,0,0,,0
235715,2013-05-16 03:02:39,3,03:00:00,20,17,0,0,0,,0
173836,2012-12-01 15:00:00,5,15:00:00,20,63,0,0,1,2013-03-07 02:13:21,0
200511,2013-04-24 02:51:30,2,02:00:00,21,24,0,0,1,2013-04-24 02:52:52,1
271488,2013-05-07 17:57:02,1,17:00:00,20,20,0,0,1,2013-05-07 18:38:54,0
170370,2013-06-14 19:00:40,4,19:00:00,45,9,1,0,1,2013-06-14 19:02:01,0
216594,2013-01-10 19:38:31,3,19:00:00,23,23,0,0,0,,0
278881,2013-01-02 02:31:51,2,02:00:00,30,13,0,0,1,2013-01-02 02:35:41,0
294738,2013-05-21 03:10:12,1,03:00:00,19,17,1,1,1,2013-05-21 03:29:51,0
70134,2013-01-03 07:24:53,3,07:00:00,27,21,0,0,1,2013-01-03 07:46:18,1
141186,2013-06-06 17:29:02,3,17:00:00,30,6,0,0,0,,0
135794,2013-04-10 02:39:01,2,02:00:00,31,28,1,1,1,2013-04-10 02:40:45,0
62337,2013-05-31 17:19:47,4,17:00:00,29,17,0,0,1,2013-05-31 17:26:30,1
215511,2013-02-27 11:10:09,2,11:00:00,44,29,0,0,1,2013-02-27 11:11:51,0
278515,2013-04-27 18:41:28,5,18:00:00,29,11,0,0,1,2013-04-27 18:53:32,1
360253,2013-01-06 01:25:25,6,01:00:00,27,4,0,0,0,,0
364096,2013-06-12 08:22:47,2,08:00:00,17,37,0,0,1,2013-06-12 08:26:53,0
75053,2013-03-23 01:37:17,5,01:00:00,19,43,0,1,1,2013-03-23 02:02:49,1
369339,2013-06-18 19:05:13,1,19:00:00,19,16,0,0,1,2013-06-18 19:19:57,0
341639,2013-04-20 03:20:31,5,03:00:00,31,9,0,0,1,2013-04-21 17:20:52,0
193625,2013-06-01 20:24:28,5,20:00:00,22,16,0,0,1,2013-06-01 20:28:03,0
342092,2013-03-21 01:00:45,3,01:00:00,35,18,0,1,1,2013-03-21 01:05:40,0
37329,2013-02-26 15:24:03,1,15:00:00,25,9,0,0,1,2013-03-13 03:29:14,0
252884,2013-06-04 21:52:28,1,21:00:00,36,31,1,0,1,2013-06-04 22:09:35,1
192468,2013-01-31 18:29:07,3,18:00:00,72,10,0,0,1,2013-01-31 18:33:15,0
218453,2012-12-07 19:54:49,4,19:00:00,41,6,0,1,1,2013-06-16 16:20:13,0
29058,2013-05-23 05:00:17,3,05:00:00,39,7,0,0,1,2013-06-03 21:21:03,0
106097,2013-06-21 01:20:16,4,01:00:00,24,73,0,0,1,2013-06-24 16:56:23,0
272988,2013-02-05 02:32:17,1,02:00:00,27,4,0,0,1,2013-02-05 18:27:04,1
364686,2013-02-20 19:10:02,2,19:00:00,25,13,0,0,1,2013-02-20 19:11:42,1
106677,2013-02-15 16:07:06,4,16:00:00,52,10,0,0,1,2013-02-16 02:23:28,0
99793,2013-02-02 11:25:37,5,11:00:00,24,30,0,1,1,2013-02-02 21:29:23,0
323352,2013-03-07 04:25:24,3,04:00:00,42,4,0,0,0,,0
110362,2013-05-05 01:38:36,6,01:00:00,22,13,0,0,1,2013-05-09 18:44:05,1
223854,2013-05-19 20:27:33,6,20:00:00,24,13,0,0,0,,0
71984,2013-04-27 21:55:07,5,21:00:00,27,1,0,0,1,2013-04-27 22:16:12,0
65260,2013-02-22 20:44:12,4,20:00:00,23,43,0,0,1,2013-02-22 20:48:13,0
289000,2013-05-12 15:57:50,6,15:00:00,23,26,0,0,1,2013-05-12 16:02:48,0
58292,2012-12-06 23:48:59,3,23:00:00,30,28,0,0,0,,0
110923,2013-06-24 19:56:25,0,19:00:00,32,4,0,0,1,2013-07-02 16:56:42,0
235051,2013-02-13 17:56:25,2,17:00:00,25,53,0,0,1,2013-02-13 18:12:02,0
313995,2013-01-21 20:13:24,0,20:00:00,25,13,0,0,1,2013-01-21 20:18:59,0
87699,2013-04-05 22:03:48,4,22:00:00,25,19,0,0,0,,0
299059,2013-04-18 06:43:38,3,06:00:00,36,43,1,0,1,2013-04-18 06:47:39,0
302943,2013-05-09 14:31:52,3,14:00:00,26,17,0,0,1,2013-05-09 14:33:21,1
318209,2013-03-12 13:56:04,1,13:00:00,28,5,0,1,0,,1
8770,2013-03-13 23:57:29,2,23:00:00,38,19,0,1,1,2013-03-29 00:44:52,0
113487,2013-05-10 12:01:40,4,12:00:00,29,18,0,0,1,2013-05-29 12:11:19,0
223223,2013-05-04 03:25:24,5,03:00:00,19,25,1,0,1,2013-05-04 03:52:49,1
95439,2013-01-31 14:30:58,3,14:00:00,31,19,1,0,1,2013-01-31 18:23:33,0
34306,2013-06-30 17:57:32,6,17:00:00,22,2,0,0,0,,0
217191,2013-07-01 23:09:45,0,23:00:00,41,21,0,0,1,2013-07-01 23:13:43,0
53186,2013-02-15 19:35:16,4,19:00:00,36,10,0,0,0,,0
308596,2012-12-26 16:42:20,2,16:00:00,21,15,0,1,0,,0
186447,2013-05-31 03:37:30,4,03:00:00,33,19,1,0,0,,0
264743,2013-06-17 19:40:41,0,19:00:00,28,7,0,0,0,,0
322403,2013-07-03 12:46:03,2,12:00:00,39,43,0,0,0,,0
339320,2013-06-13 16:51:34,3,16:00:00,39,8,1,0,1,2013-06-13 16:58:56,0
260237,2013-06-09 02:29:37,6,02:00:00,33,12,0,0,0,,0
56667,2013-02-19 13:00:20,1,13:00:00,34,6,1,0,1,2013-02-19 15:04:02,1
137406,2013-04-28 15:44:15,6,15:00:00,43,27,0,0,0,,0
277923,2013-02-04 12:21:30,0,12:00:00,32,6,0,0,0,,0
294141,2013-02-16 18:37:30,5,18:00:00,26,19,0,1,1,2013-02-16 18:40:15,0
326359,2013-03-04 08:25:50,0,08:00:00,26,29,0,1,1,2013-03-04 08:26:54,0
126580,2013-03-02 04:29:38,5,04:00:00,49,28,1,0,0,,0
204837,2013-02-27 02:19:38,2,02:00:00,41,15,0,1,1,2013-02-27 16:15:25,0
210001,2013-04-19 15:20:50,4,15:00:00,59,10,0,0,0,,0
5415,2013-01-17 20:59:46,3,20:00:00,28,12,0,0,1,2013-01-18 19:25:15,0
172521,2013-05-19 17:36:31,6,17:00:00,34,4,0,0,1,2013-05-21 23:11:18,0
210374,2013-01-27 19:43:29,6,19:00:00,25,23,0,0,1,2013-01-27 19:48:09,0
96603,2013-07-05 01:28:06,4,01:00:00,25,44,0,0,1,2013-07-05 01:28:26,0
120530,2013-02-14 08:21:53,3,08:00:00,37,21,0,1,1,2013-02-14 08:24:08,0
261365,2013-03-15 06:27:29,4,06:00:00,27,26,0,1,0,,0
332720,2013-04-18 20:53:22,3,20:00:00,41,17,1,1,0,,0
86025,2013-06-26 06:47:41,2,06:00:00,28,58,0,0,1,2013-06-26 07:01:03,0
164294,2013-05-30 05:01:26,3,05:00:00,19,35,0,1,1,2013-06-18 12:38:58,0
195873,2012-12-08 03:28:14,5,03:00:00,36,12,0,1,1,2013-06-18 16:58:56,0
19422,2013-06-21 03:04:56,4,03:00:00,22,9,0,0,1,2013-06-22 18:38:20,0
22166,2013-02-03 02:53:35,6,02:00:00,31,20,0,0,1,2013-02-03 02:54:16,0
105621,2013-01-22 17:35:43,1,17:00:00,22,10,0,0,0,,0
267946,2013-05-31 04:50:55,4,04:00:00,27,33,0,0,1,2013-05-31 05:01:38,0
92892,2013-06-05 03:00:53,2,03:00:00,23,30,0,0,1,2013-06-05 13:10:00,0
262446,2013-06-06 02:14:50,3,02:00:00,55,7,1,0,1,2013-06-06 02:15:15,0
250069,2013-03-29 18:46:33,4,18:00:00,29,16,0,0,1,2013-03-29 18:48:32,0
205139,2013-02-02 04:28:52,5,04:00:00,48,2,0,0,0,,1
328427,2013-04-23 14:20:08,1,14:00:00,21,29,0,0,1,2013-04-23 14:26:06,0
102692,2013-05-13 20:46:49,0,20:00:00,53,3,0,0,1,2013-05-19 04:32:40,0
73955,2013-01-15 16:24:56,1,16:00:00,22,3,0,1,1,2013-01-26 02:41:09,0
177825,2013-05-27 15:00:50,0,15:00:00,43,10,0,0,1,2013-05-28 13:01:04,0
210139,2013-02-28 03:53:48,3,03:00:00,38,21,0,0,1,2013-02-28 04:24:51,0
147541,2013-06-03 14:06:18,0,14:00:00,23,52,0,0,1,2013-06-03 14:08:19,0
230312,2013-04-27 12:41:27,5,12:00:00,51,17,0,0,1,2013-04-27 12:46:00,0
13864,2013-05-29 04:29:22,2,04:00:00,23,23,0,0,1,2013-05-29 04:35:08,0
320964,2013-04-09 14:18:20,1,14:00:00,18,42,0,1,0,,0
269911,2013-01-19 01:43:18,5,01:00:00,32,17,0,0,0,,0
258429,2013-01-15 05:53:26,1,05:00:00,50,7,0,0,0,,0
180410,2013-06-16 21:16:04,6,21:00:00,20,27,0,0,0,,0
297765,2013-01-24 02:57:36,3,02:00:00,32,36,0,1,0,,0
316972,2013-05-14 18:04:41,1,18:00:00,20,37,0,0,1,2013-05-14 18:04:59,0
128027,2013-01-03 03:23:17,3,03:00:00,29,3,0,0,0,,0
269555,2013-04-24 00:17:47,2,00:00:00,52,31,0,1,0,,0
303290,2013-05-28 05:18:49,1,05:00:00,18,45,0,0,1,2013-05-28 05:29:35,0
47897,2013-06-07 12:34:01,4,12:00:00,26,47,1,1,1,2013-06-08 17:28:10,0
72988,2013-01-21 17:38:33,0,17:00:00,31,13,0,1,0,,0
13274,2013-04-30 23:24:49,1,23:00:00,34,11,1,0,1,2013-05-06 23:43:18,0
106776,2013-01-03 23:32:56,3,23:00:00,30,10,0,0,1,2013-03-12 17:22:55,1
43575,2012-12-26 22:37:09,2,22:00:00,22,44,0,0,1,2012-12-26 22:46:16,0
286990,2013-06-19 07:19:22,2,07:00:00,40,7,0,0,0,,0
222639,2012-12-26 15:09:09,2,15:00:00,30,36,0,1,0,,0
2752,2013-02-05 21:31:27,1,21:00:00,38,30,0,0,1,2013-02-05 21:33:05,0
145454,2013-02-13 21:42:51,2,21:00:00,41,10,0,0,0,,0
322045,2013-06-03 06:28:23,0,06:00:00,35,38,0,0,0,,0
125650,2013-01-02 18:11:14,2,18:00:00,38,29,0,0,0,,0
68262,2012-12-03 15:44:04,0,15:00:00,33,22,0,0,0,,1
112221,2013-05-24 19:46:20,4,19:00:00,29,11,0,1,1,2013-06-05 19:58:38,0
184895,2012-11-26 15:00:00,0,15:00:00,26,50,0,1,1,2012-11-26 15:00:00,1
111663,2013-02-23 07:05:10,5,07:00:00,30,3,0,0,1,2013-02-23 07:45:52,0
319185,2013-05-20 15:47:32,0,15:00:00,31,7,0,1,0,,0
213529,2013-01-25 23:02:32,4,23:00:00,45,14,0,0,1,2013-01-25 23:08:00,0
212651,2012-12-12 05:47:03,2,05:00:00,22,40,0,0,0,,0
77184,2013-01-04 14:53:20,4,14:00:00,26,52,0,0,0,,0
164144,2013-04-02 20:28:11,1,20:00:00,29,33,0,0,1,2013-04-02 20:36:15,1
27994,2013-02-14 19:09:15,3,19:00:00,25,15,0,0,1,2013-03-13 15:34:41,0
215242,2013-07-04 06:20:13,3,06:00:00,55,15,0,0,1,2013-07-04 06:27:02,0
10387,2013-06-17 00:15:07,0,00:00:00,33,27,0,0,1,2013-06-17 00:17:51,0
123899,2013-06-15 03:27:07,5,03:00:00,35,10,0,0,0,,0
241638,2013-05-25 00:47:20,5,00:00:00,33,19,0,0,1,2013-05-25 00:50:13,1
311114,2012-12-10 23:06:45,0,23:00:00,25,11,0,0,0,,0
369924,2013-02-03 05:42:13,6,05:00:00,18,13,0,0,1,2013-02-03 05:44:11,1
30706,2013-02-24 22:45:34,6,22:00:00,22,1,1,0,1,2013-02-26 00:15:13,0
30636,2013-06-24 09:59:59,0,09:00:00,30,30,0,1,1,2013-06-24 10:03:15,0
196708,2013-05-03 15:13:37,4,15:00:00,27,20,0,0,1,2013-05-03 15:14:49,0
325732,2013-05-03 20:28:30,4,20:00:00,36,24,0,1,1,2013-05-03 20:31:56,0
29829,2013-02-27 22:58:21,2,22:00:00,55,15,0,1,1,2013-02-27 23:45:20,0
20001,2013-04-27 01:41:19,5,01:00:00,28,15,0,0,1,2013-04-27 01:45:08,1
191023,2013-05-15 12:25:50,2,12:00:00,26,22,1,0,1,2013-06-16 12:24:21,1
307454,2013-04-16 21:10:43,1,21:00:00,19,30,0,0,1,2013-04-16 21:12:02,0
15044,2013-07-09 02:31:46,1,02:00:00,32,28,0,0,1,2013-07-09 02:34:41,0
336616,2013-02-02 11:28:36,5,11:00:00,32,56,0,0,1,2013-02-02 11:32:25,0
330922,2013-01-30 22:32:55,2,22:00:00,23,57,0,1,1,2013-01-30 22:52:18,0
365284,2013-05-11 17:55:22,5,17:00:00,32,8,1,1,0,,0
88377,2013-04-17 13:21:11,2,13:00:00,33,13,0,0,1,2013-04-17 13:25:19,0
306955,2012-12-25 17:45:44,1,17:00:00,50,6,0,0,1,2012-12-25 18:05:36,1
176146,2013-05-12 16:01:12,6,16:00:00,47,19,0,0,1,2013-05-12 16:09:13,0
42126,2013-03-01 05:02:18,4,05:00:00,22,26,0,0,1,2013-03-01 05:05:32,1
100221,2013-03-15 18:25:48,4,18:00:00,17,26,0,0,1,2013-03-15 18:27:58,1
315416,2013-06-12 19:36:32,2,19:00:00,28,3,0,0,0,,0
371987,2013-05-25 16:11:58,5,16:00:00,21,25,0,0,1,2013-05-25 19:06:14,0
114116,2013-04-19 14:41:40,4,14:00:00,26,24,0,0,1,2013-04-19 14:42:41,0
245750,2013-02-20 03:57:00,2,03:00:00,18,25,0,1,1,2013-02-20 03:58:12,0
225508,2013-02-01 17:25:09,4,17:00:00,40,16,0,0,1,2013-02-02 14:54:29,0
36931,2012-12-24 10:13:18,0,10:00:00,22,29,0,0,1,2013-03-03 18:52:03,0
205568,2013-02-01 00:58:16,4,00:00:00,32,3,0,0,1,2013-06-26 07:58:09,0
91422,2013-07-06 00:19:14,5,00:00:00,23,19,0,0,1,2013-07-06 00:34:43,0
63756,2013-05-23 19:52:14,3,19:00:00,19,14,0,0,1,2013-05-23 20:01:56,0
23978,2013-06-14 02:20:08,4,02:00:00,24,7,0,0,0,,0
196682,2012-12-30 03:07:03,6,03:00:00,39,26,0,0,0,,0
346006,2013-05-12 22:25:11,6,22:00:00,32,30,0,0,1,2013-05-14 22:23:37,0
325330,2013-06-05 17:18:25,2,17:00:00,49,63,0,0,0,,0
214438,2013-01-03 08:29:27,3,08:00:00,21,15,1,0,1,2013-03-31 22:22:36,0
330880,2013-02-10 12:30:42,6,12:00:00,55,23,0,0,1,2013-02-10 14:25:07,0
358199,2013-02-24 18:22:00,6,18:00:00,31,19,0,1,1,2013-02-24 18:47:04,0
52382,2013-02-05 16:12:52,1,16:00:00,43,12,0,0,1,2013-02-05 23:26:00,0
45274,2013-06-12 17:51:35,2,17:00:00,18,3,0,0,0,,0
231733,2013-07-08 22:50:58,0,22:00:00,21,58,0,0,1,2013-07-08 22:53:00,1
111565,2013-06-24 14:56:02,0,14:00:00,26,37,0,0,0,,0
223881,2013-04-12 08:41:16,4,08:00:00,29,49,0,0,1,2013-04-12 08:44:19,0
82994,2013-07-09 04:32:22,1,04:00:00,21,13,0,0,0,,0
285149,2013-01-19 18:47:44,5,18:00:00,29,11,0,0,1,2013-01-19 19:17:29,1
128266,2013-05-10 07:19:54,4,07:00:00,53,12,0,0,1,2013-05-10 07:33:33,1
299008,2013-05-22 00:28:55,2,00:00:00,58,28,1,0,1,2013-05-25 13:14:12,0
38868,2013-06-21 11:02:18,4,11:00:00,47,13,1,0,1,2013-06-21 11:14:41,0
145473,2013-03-30 21:43:55,5,21:00:00,43,12,0,1,0,,0
318033,2013-01-20 04:56:58,6,04:00:00,23,40,0,0,1,2013-01-20 04:58:35,0
62716,2013-07-07 23:03:32,6,23:00:00,22,19,0,0,1,2013-07-08 15:05:01,0
37471,2013-07-05 19:12:45,4,19:00:00,28,18,0,0,0,,1
157903,2012-12-17 07:29:20,0,07:00:00,26,15,0,0,1,2012-12-17 07:30:18,1
165736,2013-02-09 21:48:43,5,21:00:00,21,46,0,0,1,2013-02-09 23:27:32,0
249738,2013-06-05 10:38:09,2,10:00:00,41,30,0,0,1,2013-06-05 10:40:29,0
132704,2013-03-04 02:42:47,0,02:00:00,22,29,0,0,1,2013-03-04 02:44:29,0
150155,2013-05-30 04:09:22,3,04:00:00,32,15,0,0,1,2013-05-30 04:21:48,0
283500,2013-02-21 19:39:26,3,19:00:00,39,17,0,0,1,2013-02-21 22:33:48,0
7635,2013-01-15 05:15:15,1,05:00:00,23,16,0,1,1,2013-01-15 05:15:19,0
85931,2013-04-15 15:49:29,0,15:00:00,25,1,0,0,0,,0
165774,2013-06-10 20:46:28,0,20:00:00,33,4,0,0,0,,0
38301,2013-03-20 16:17:43,2,16:00:00,25,89,0,1,1,2013-03-23 16:27:40,0
102554,2012-12-18 17:16:53,1,17:00:00,53,1,0,0,0,,0
81352,2013-02-01 23:50:40,4,23:00:00,27,14,0,0,1,2013-02-01 23:53:21,0
256453,2013-06-15 21:34:00,5,21:00:00,27,1,1,1,1,2013-06-21 04:13:33,1
271881,2013-06-15 00:16:30,5,00:00:00,33,33,1,0,1,2013-06-15 00:17:51,0
159264,2013-05-10 18:47:00,4,18:00:00,41,15,0,0,0,,0
289128,2013-03-02 16:28:58,5,16:00:00,36,19,0,0,0,,1
238006,2013-07-01 09:44:03,0,09:00:00,32,55,0,0,1,2013-07-01 09:54:26,0
146611,2013-04-13 18:13:07,5,18:00:00,26,9,0,0,0,,1
361327,2013-05-06 23:14:09,0,23:00:00,20,17,0,0,0,,0
286205,2013-02-21 07:14:22,3,07:00:00,27,42,0,0,1,2013-02-21 17:43:08,0
260918,2013-03-10 19:55:02,6,19:00:00,25,5,0,0,0,,0
213543,2013-03-20 22:27:10,2,22:00:00,29,17,0,1,1,2013-03-20 23:03:09,0
51455,2013-04-22 10:20:54,0,10:00:00,36,20,0,0,1,2013-04-22 10:23:52,0
84839,2013-06-05 00:16:01,2,00:00:00,23,29,0,0,1,2013-06-05 00:17:12,0
12814,2013-01-10 18:44:40,3,18:00:00,23,37,0,0,0,,1
122532,2013-01-20 12:22:45,6,12:00:00,29,15,1,0,0,,1
101511,2013-07-06 04:20:57,5,04:00:00,25,5,0,0,0,,0
29618,2012-12-04 11:53:19,1,11:00:00,24,43,0,1,1,2012-12-04 11:53:54,0
120705,2012-12-11 01:26:53,1,01:00:00,22,11,0,1,0,,0
366457,2013-05-24 15:50:22,4,15:00:00,20,3,1,0,1,2013-05-24 22:28:44,0
204097,2013-05-05 23:05:21,6,23:00:00,23,20,1,0,1,2013-05-17 02:20:02,0
311312,2013-06-07 22:50:56,4,22:00:00,40,21,0,0,0,,0
179765,2013-01-28 05:25:57,0,05:00:00,33,6,1,0,1,2013-01-28 05:33:49,0
187643,2013-02-15 18:59:21,4,18:00:00,39,23,0,0,0,,0
300480,2013-06-06 18:43:16,3,18:00:00,28,49,0,0,1,2013-06-06 18:44:56,0
155209,2012-12-26 20:46:19,2,20:00:00,25,18,0,0,1,2013-03-15 15:14:52,0
26022,2013-04-26 04:34:16,4,04:00:00,18,11,0,0,0,,0
304757,2013-02-22 07:02:42,4,07:00:00,32,29,0,0,1,2013-02-22 07:06:49,0
126556,2013-06-08 06:38:33,5,06:00:00,27,6,1,0,1,2013-06-08 13:39:09,0
10455,2013-02-18 00:03:03,0,00:00:00,56,26,0,0,1,2013-02-18 00:20:13,1
49601,2013-06-14 21:54:33,4,21:00:00,25,12,1,0,1,2013-06-14 21:58:10,0
190304,2013-03-18 00:25:04,0,00:00:00,23,12,1,0,1,2013-04-15 13:22:01,0
70116,2013-02-22 12:14:24,4,12:00:00,48,14,1,1,1,2013-02-22 13:19:05,0
185194,2013-05-08 02:41:25,2,02:00:00,28,14,0,0,1,2013-05-15 18:23:07,0
137055,2012-11-26 20:33:30,0,20:00:00,27,27,0,0,1,2012-11-26 20:36:01,0
142891,2012-12-30 03:47:46,6,03:00:00,24,13,0,0,0,,1
92352,2012-12-25 22:28:04,1,22:00:00,45,1,0,1,0,,0
283377,2012-12-10 01:23:02,0,01:00:00,27,11,0,0,0,,0
81979,2013-01-06 00:57:26,6,00:00:00,20,21,0,0,0,,0
302839,2013-04-17 17:38:48,2,17:00:00,25,8,0,0,1,2013-04-17 17:40:39,0
301839,2013-03-19 13:33:50,1,13:00:00,21,9,0,0,1,2013-03-19 13:35:08,0
341642,2013-03-20 21:15:45,2,21:00:00,38,45,0,0,0,,0
177282,2013-04-21 01:21:24,6,01:00:00,22,21,0,0,1,2013-04-21 01:21:55,0
228679,2013-07-07 20:21:27,6,20:00:00,28,15,0,0,1,2013-07-09 06:09:59,0
331436,2013-01-21 11:39:26,0,11:00:00,23,12,0,0,0,,0
84265,2013-01-19 01:22:37,5,01:00:00,38,2,0,0,1,2013-01-19 01:24:18,0
316148,2013-02-02 04:21:01,5,04:00:00,22,39,0,0,1,2013-02-02 04:23:18,1
267403,2013-02-21 03:36:52,3,03:00:00,27,19,0,0,1,2013-02-21 03:43:34,1
104739,2012-12-26 22:22:13,2,22:00:00,22,33,0,0,0,,0
36022,2013-04-28 21:10:01,6,21:00:00,30,30,0,1,1,2013-04-28 21:10:58,0
152246,2013-07-05 22:24:46,4,22:00:00,27,20,0,0,1,2013-07-05 22:27:08,1
366004,2012-12-07 13:04:56,4,13:00:00,64,3,0,0,1,2013-05-11 16:21:14,0
51081,2013-02-18 05:50:03,0,05:00:00,43,34,1,0,1,2013-02-20 00:58:09,1
93661,2013-02-23 20:33:29,5,20:00:00,22,20,0,0,1,2013-02-23 20:34:29,0
50918,2013-04-06 15:57:22,5,15:00:00,28,3,1,0,1,2013-04-06 16:47:10,1
102711,2013-02-18 17:45:25,0,17:00:00,21,28,0,0,1,2013-02-18 17:46:45,0
102755,2013-02-24 19:44:25,6,19:00:00,22,9,0,0,1,2013-04-13 23:17:48,0
37395,2013-05-28 22:35:27,1,22:00:00,27,49,0,1,1,2013-05-28 22:36:39,0
12651,2012-12-10 05:14:24,0,05:00:00,22,23,0,0,1,2012-12-10 05:33:21,0
281654,2013-02-25 22:54:49,0,22:00:00,33,29,0,0,1,2013-02-25 23:00:55,0
35346,2013-03-22 15:00:51,4,15:00:00,53,8,0,0,1,2013-04-10 14:37:59,0
197618,2013-05-15 17:01:28,2,17:00:00,34,9,0,0,1,2013-05-17 21:56:26,0
118786,2013-07-08 16:26:37,0,16:00:00,36,22,1,0,0,,1
284605,2013-02-22 04:19:57,4,04:00:00,41,17,1,0,1,2013-02-26 05:21:17,1
359570,2013-01-05 15:48:29,5,15:00:00,32,7,0,0,0,,1
100882,2012-12-25 07:37:17,1,07:00:00,41,3,0,0,1,2013-01-11 15:36:21,0
178954,2013-01-04 13:08:18,4,13:00:00,24,16,0,0,0,,0
28756,2012-12-26 03:33:43,2,03:00:00,46,1,0,0,0,,1
134136,2013-01-29 16:32:18,1,16:00:00,33,17,0,0,1,2013-01-30 14:57:09,0
62311,2013-04-06 19:17:33,5,19:00:00,18,20,0,0,1,2013-04-06 19:23:07,1
349547,2013-01-28 06:17:48,0,06:00:00,21,25,0,0,1,2013-01-28 06:23:42,1
75003,2013-02-09 15:49:11,5,15:00:00,34,50,0,0,1,2013-02-10 20:22:35,0
159860,2013-02-05 07:50:54,1,07:00:00,23,23,0,0,1,2013-02-05 07:52:26,0
28860,2013-05-02 20:31:29,3,20:00:00,34,1,0,0,1,2013-06-14 11:11:30,0
180762,2012-12-31 02:21:50,0,02:00:00,24,16,0,0,1,2012-12-31 02:52:12,1
318265,2013-04-23 22:01:56,1,22:00:00,19,8,0,0,1,2013-04-23 22:26:43,0
159437,2013-06-04 00:57:14,1,00:00:00,22,26,0,1,0,,0
5361,2013-06-09 12:59:50,6,12:00:00,30,7,0,1,0,,1
180258,2012-12-15 13:45:25,5,13:00:00,51,7,1,0,0,,0
